Accession Accession,Rep,Perimeter,Area,Width.Mid.height,Maximum.Width,Height.Mid.width,Maximum.Height,Curved.Height,Fruit.Shape.Index.External.I,Fruit.Shape.Index.External.II,Curved.Fruit.Shape.Index,Proximal.Fruit.Blockiness,Distal.Fruit.Blockiness,Fruit.Shape.Triangle,Ellipsoid,Circular,Rectangular,Shoulder.Height,Proximal.Angle.Micro,Proximal.Angle.Macro,Proximal.Indentation.Area,Distal.Angle.Micro,Distal.Angle.Macro,Distal.Indentation.Area,Distal.End.Protrusion,Obovoid,Ovoid,V..Asymmetry,H..Asymmetry.ob,H..Asymmetry.ov,Width.Widest.Pos,Eccentricity,Proximal.Eccentricity,Distal.Eccentricity,Fruit.Shape.Index.Internal,Eccentricity.Area.Index,Average.Red,Average.Green,Average.Blue,Average.Luminosity,Average.L.Value,Average.a.Value,Average.b.Value,Average.Hue,Average.Chroma,Lobedness.Degree,Pericarp.Area,Pericarp.Thickness
LYC-1 LYC-1,1,206.6371449,2848.101831,61.976,62.14533333,54.356,58.58933333,58.9805018,0.9428,0.877,0.9732,0.709,0.571,1.2416,0.0343,0.0393,0.5227,0.0386,206.9,214.4,0.0945,170.3,142.2,0,0,0,0.1374,0.1207,0,0.1739,0.4769,0.741,0.8889,0.8873,0.8767,0.4089,114.6747,55.1113,41.3636,73.3832,32.8059,27.5204,23.912,40.9868,36.4576,3.3706,0.6374,0.1998
LYC-2 LYC-2,1,296.0710275,5235.494905,93.218,93.472,56.642,71.12,73.99450953,0.7609,0.6076,0.7947,0.7484,0.6776,1.1046,0.0664,0.1353,0.5313,0.0952,277.3,265.9,0.1076,173.3,167.4,0,0,0,0.1086,0.3256,0,0.3379,0.4905,0.6365,0.89,0.887,0.6068,0.4947,134.7066,59.004,42.8028,83.5199,37.5053,33.9309,30.3378,41.8001,45.5159,1.1655,0.7539,0.1304
LYC-3 LYC-3,1,311.1813267,6536.015602,86.69866667,86.95266667,87.376,93.30266667,95.49733673,1.073,1.0078,1.1307,0.7861,0.5645,1.3927,0.0431,0.0553,0.5193,0.0527,236.8,206.4,0.1314,160.9,124.2,0,0,0,0.176,0.2121,0,0.3792,0.471,0.7484,0.8889,0.887,1.0073,0.4194,131.8183,54.5466,38.6354,80.2209,35.9153,34.9767,30.8596,41.4217,46.6443,2.036,0.7576,0.1509
LYC-4 LYC-4,1,291.4056741,5601.945785,96.012,96.43533333,67.73333333,70.78133333,70.68630347,0.734,0.7055,0.7391,0.7416,0.6852,1.0824,0.0416,0.1133,0.567,0.0315,170.8,197.3,0.2195,174.6,167,0,0,0,0.1328,0.1614,0,0.1394,0.4605,0.7665,0.8889,0.8889,0.7064,0.4172,156.4794,74.4234,54.1366,99.1101,44.6563,35.3396,32.9737,43.0165,48.3337,2.1772,0.7191,0.1466
LYC-5 LYC-5,1,345.3447161,6162.01635,106.172,107.6113333,53.848,72.81333333,76.0425708,0.6766,0.5072,0.7227,0.7432,0.7249,1.0253,0.0751,0.1763,0.5802,0.1833,298.3,272.6,0.4009,177.1,169.5,0,0,0.1117,0,0.3285,0.312,0,0.4872,0.5914,0.8897,0.8881,0.507,0.5349,129.7563,50.6729,36.4972,78.2328,34.6335,36.2651,30.6144,40.1705,47.4594,3.0946,0.7712,0.1204
LYC-6 LYC-6,1,335.5480547,7233.175498,101.5153333,102.7006667,85.344,90.76266667,91.894533,0.8838,0.8407,0.9165,0.6255,0.613,1.0204,0.0312,0.0549,0.4775,0.0637,260.7,203.9,0.1124,161.5,148.8,0,0,0.1523,0,0.2376,0.2582,0,0.5616,0.7526,0.8916,0.8877,0.8413,0.399,147.244,69.0191,49.5965,92.6286,42.0147,34.0293,32.2516,43.4637,46.8845,2.3845,0.6369,0.1999
LYC-7 LYC-7,1,268.9125432,4855.502834,86.02133333,86.52933333,65.87066667,71.628,71.14508673,0.8278,0.7657,0.8287,0.7451,0.5413,1.3764,0.0384,0.0748,0.5178,0.0627,225.7,215.7,0.1496,164.1,142.3,0,0,0,0.1922,0.1,0,0.3102,0.4468,0.7361,0.8911,0.8886,0.766,0.4144,182.9478,134.8629,61.4681,115.0196,63.7951,10.7374,54.6435,78.883,55.6885,1.4688,0.6759,0.1902
LYC-8 LYC-8,1,372.9962483,8807.49493,104.902,105.8333333,88.73066667,105.2406667,102.8898459,0.9944,0.8458,0.9816,0.7264,0.6933,1.0477,0.0534,0.056,0.5591,0.0935,236.7,256.1,0.2877,165,144.166,0.057,0.046,0.085,0,0.2826,0.3417,0,0.4505,0.6747,0.8868,0.8896,0.8465,0.4697,132.1756,56.66,41.8917,81.8946,36.4226,34.2051,29.3992,40.679,45.1032,3.754,0.669,0.1779
LYC-9 LYC-9,1,303.200054,5417.817121,90.33933333,91.27066667,59.52066667,76.53866667,78.30475407,0.8386,0.6589,0.8684,0.3411,0.6935,0.4919,0.0678,0.1085,0.5389,0.1072,280.7,260.2,0.2313,144.166,170.2,0.0016,0.0029,0.141,0,0.434,0.3261,0,0.5277,0.6202,0.8889,0.8861,0.6573,0.5042,174.8479,168.7743,89.4968,124.7827,72.9855,-11.5826,50.184,102.9965,51.5033,1.9689,0.7884,0.1118
LYC-10 LYC-10,1,345.9043797,6837.570554,107.7806667,108.712,59.01266667,77.89333333,80.11547773,0.7165,0.5475,0.7481,0.8445,0.6504,1.2983,0.0687,0.153,0.5704,0.1604,284.6,262.3,0.3165,185.866,172.5,0.0201,0.0196,0,0.21,0.2676,0,0.4163,0.425,0.605,0.891,0.8854,0.5472,0.5349,149.8522,59.8006,43.6512,91.0577,40.3584,40.0055,34.2553,40.5723,52.6675,1.5195,0.8064,0.1
LYC-11 LYC-11,1,140.5868241,1298.499195,44.78866667,45.466,32.512,35.22133333,37.2200678,0.7747,0.7259,0.8364,0.8091,0.5822,1.3896,0.0408,0.0893,0.5366,0.0553,213.1,213.2,0.0911,177.7,155.5,0,0,0,0.2569,0.039,0,0.1575,0.3678,0.7373,0.8895,0.887,0.7251,0.4401,120.2474,60.7892,40.4723,75.6282,35.1028,26.4188,27.9395,46.6024,38.4521,0.6909,0.603,0.2221
LYC-12 LYC-12,1,142.4239637,1385.151352,39.79333333,40.21666667,40.80933333,43.34933333,44.8486022,1.0779,1.0255,1.1189,0.7255,0.5489,1.3217,0.0365,0.0432,0.519,0.0294,225.9,192.5,0.0366,152.3,129.9,0,0,0,0.2288,0.0394,0,0.1678,0.3535,0.7515,0.8868,0.8868,1.0213,0.4131,125.2591,76.7547,56.9654,85.74,40.0748,20.1348,23.7004,49.6503,31.0986,0.9531,0.5861,0.233
LYC-13 LYC-13,1,205.3314749,2626.102275,52.578,52.578,56.98066667,60.452,61.94885587,1.1498,1.0837,1.183,0.752,0.6473,1.1617,0.0383,0.0606,0.5585,0.0371,230.6,176.8,0.0556,161.5,145.7,0,0,0,0.1187,0.0466,0,0.1194,0.5014,0.7518,0.8889,0.886,1.0806,0.43,131.2577,69.9644,50.9589,85.7353,39.4054,26.5985,27.26,45.7036,38.0866,1.3076,0.4996,0.2923
LYC-14 LYC-14,1,224.5410123,3360.215502,66.46333333,67.31,59.77466667,63.92333333,66.40625953,0.9497,0.8994,0.9966,0.7924,0.4318,1.8348,0.0389,0.0476,0.5148,0.0391,260.3,203.4,0.0548,137.6,120.2,0,0,0,0.2369,0.0638,0,0.3666,0.4291,0.748,0.8896,0.8882,0.901,0.4084,135.8033,57.9629,44.9439,85.0517,37.419,35.2499,28.5856,39.04,45.3838,0.981,0.6047,0.2204
LYC-15 LYC-15,1,201.4608789,2678.252708,53.34,55.20266667,54.864,59.69,61.60273853,1.0813,1.0286,1.129,0.8333,0.6238,1.3359,0.0511,0.0615,0.5568,0.0482,270.7,207.1,0.0669,167.4,147.5,0,0,0,0.2729,0.0375,0,0.2822,0.3433,0.7358,0.89,0.8885,1.0278,0.4512,127.7377,64.5456,48.542,82.8931,37.4338,28.2345,26.0616,42.7083,38.4238,1.9201,0.5282,0.272
LYC-16 LYC-16,1,174.4285649,2076.282586,49.61466667,50.20733333,48.68333333,51.64666667,52.46506313,1.0287,0.9812,1.0593,0.7509,0.6007,1.25,0.0337,0.0404,0.5161,0.0377,250.7,171.1,0.0752,169.1,142.4,0,0,0,0.2034,0.0959,0,0.1713,0.4016,0.7521,0.8911,0.8859,0.9786,0.4188,103.17,49.9577,38.0476,66.4275,29.3492,25.132,20.8268,39.6484,32.64,0.9967,0.5728,0.2412
LYC-17 LYC-17,1,262.4206249,4139.174517,82.88866667,83.39666667,47.66733333,60.198,61.84566413,0.7218,0.5751,0.7461,0.7753,0.7273,1.066,0.0668,0.1413,0.5989,0.1559,297.4,260.8,0.2638,190.7,172.4,0.0194,0.0095,0,0.1298,0.0543,0,0.1685,0.4669,0.631,0.8889,0.8854,0.5729,0.5235,132.6736,66.1504,47.7328,84.8894,38.6155,29.3066,28.1579,43.8548,40.6417,1.7705,0.7193,0.151
LYC-18 LYC-18,1,179.5029769,2214.232131,54.102,54.356,47.498,48.768,49.33148207,0.8972,0.8779,0.9187,0.7011,0.7653,0.9162,0.0295,0.0415,0.5764,0.0174,203,188.8,0.036,174.8,164.1,0,0,0.1493,0,0.0436,0.0689,0,0.5417,0.7791,0.8889,0.8889,0.8784,0.419,122.1113,60.3075,44.7406,78.4624,35.3186,27.9416,25.2298,42.0804,37.6467,1.4949,0.5584,0.2509
LYC-19 LYC-19,1,186.2789857,2336.561635,56.72666667,56.98066667,47.41333333,51.22333333,52.21161347,0.899,0.8358,0.9303,0.7448,0.5761,1.2927,0.032,0.0459,0.5197,0.0573,232.8,198.2,0.0889,170.6,150.1,0,0,0,0.1779,0.0876,0,0.1674,0.4298,0.7417,0.8889,0.8889,0.8358,0.4214,128.749,66.6133,41.9366,80.3247,38.0328,26.7605,31.1908,49.3716,41.0973,0.5508,0.5586,0.2512
LYC-20 LYC-20,1,406.5785789,8405.574587,89.06933333,93.38733333,115.7393333,121.7506667,125.8091803,1.3037,1.2994,1.4233,0.8413,0.4544,1.8515,0.077,0.1051,0.4836,0.0688,278.7,225.7,0.1762,128.2,88.3,0,0,0,0.2648,0.2537,0,0.862,0.3693,0.7599,0.8701,0.8878,1.3,0.3856,138.845,60.6696,46.461,87.1614,38.6188,35.0892,29.3838,39.9429,45.7675,2.5129,0.7262,0.1504
LYC-21 LYC-21,1,291.1398207,5449.193403,94.91133333,95.67333333,61.29866667,70.612,71.983981,0.7381,0.6459,0.7701,0.793,0.6164,1.2865,0.0511,0.1142,0.5525,0.0887,247.5,235.8,0.2069,187.1,168.3,0.0541,0.028,0,0.1853,0.1163,0,0.3193,0.446,0.6939,0.8879,0.8879,0.6451,0.4649,143.3052,65.4712,50.7769,91.3104,40.4832,34.6303,29.449,40.3773,45.4588,1.3177,0.7495,0.1391
LYC-22 LYC-22,1,106.1995167,789.224228,31.66533333,31.75,30.14133333,31.32666667,32.8025252,0.9867,0.9519,1.0387,0.6578,0.6096,1.0789,0.0145,0.0153,0.5146,0.027,217.2,160.266,0.0474,166.7,155,0,0,0,0.0888,0.0115,0,0.0314,0.5189,0.7696,0.8903,0.8875,0.953,0.3963,121.9537,106.7995,57.4601,84.4418,48.4917,-1.6072,34.8046,92.6439,34.8417,0.7025,0.5557,0.2529
LYC-23 LYC-23,1,111.6302229,837.1811213,33.18933333,33.44333333,29.718,31.41133333,32.16108207,0.9392,0.8954,0.9715,0.7219,0.5663,1.2748,0.0241,0.0308,0.5238,0.0257,230.2,187.5,0.0407,163.7,148.2,0,0,0,0.1592,0.0288,0,0.0871,0.4394,0.7568,0.8889,0.8889,0.8974,0.4125,75.4237,45.6848,35.8619,52.3923,23.4762,14.2745,12.6508,41.5491,19.0736,0.9375,0.5861,0.2328
LYC-24 LYC-24,1,118.7131653,955.0518533,30.05666667,30.226,38.354,39.624,39.8626076,1.3109,1.2761,1.2969,0.7268,0.5521,1.3163,0.0338,0.0881,0.5174,0.0267,207.6,169.6,0.044,145,125.2,0,0,0,0.1575,0.0256,0,0.1032,0.4637,0.7709,0.8889,0.8845,1.2766,0.4015,118.7754,66.5166,46.1044,77.5818,36.3091,22.5422,25.4129,48.4258,33.9701,1.2053,0.5829,0.2333
LYC-25 LYC-25,1,93.5605444,614.0991302,26.33133333,26.416,28.194,28.956,29.95519367,1.0962,1.0707,1.1413,0.6881,0.6077,1.1323,0.0186,0.0388,0.5324,0.0161,185.8,163.3,0.0172,164.9,140.1,0,0,0,0.1248,0.0085,0,0.0337,0.4883,0.7742,0.8889,0.88,1.0645,0.3998,112.7684,58.4485,42.8586,73.2081,33.2641,24.672,23.2367,43.284,33.8918,0.7387,0.555,0.2524
LYC-26 LYC-26,1,57.0555374,225.5407676,18.11866667,18.288,14.64733333,15.24,17.4438564,0.8333,0.8084,1.0152,0.729,0.6308,1.1556,0.0255,0.0603,0.5462,0.0361,213.3,170.516,0.0372,167,158.5,0,0,0,0.1772,0.0104,0,0.0333,0.4333,0.7598,0.8889,0.8774,0.8,0.4229,92.8929,91.3922,58.2414,72.2192,40.5612,-5.7785,22.1846,104.5997,22.9248,1.8479,0.5484,0.2544
LYC-27 LYC-27,1,80.5438826,449.3754453,22.01333333,22.01333333,24.80733333,25.73866667,26.21210573,1.1692,1.1269,1.1953,0.7038,0.5615,1.2534,0.0287,0.0597,0.4999,0.0197,200.1,176.3,0.0167,165.6,125.9,0,0,0,0.1368,0.0268,0,0.0689,0.5033,0.7657,0.8889,0.8821,1.1154,0.3954,111.5699,62.6625,40.9401,71.758,34.0405,21.1492,25.6296,50.471,33.229,0.8718,0.5527,0.2561
LYC-28 LYC-28,1,83.09591373,484.0922218,24.46866667,24.80733333,23.53733333,24.29933333,25.1751084,0.9795,0.9619,1.0324,0.6817,0.6367,1.0707,0.0169,0.0183,0.5269,0.0244,193.5,164.6,0.0275,157.9,144.3,0,0,0,0.0598,0.0138,0,0.0332,0.554,0.7762,0.8916,0.888,0.9652,0.4062,108.0876,55.903,40.1821,69.7591,31.7597,23.8374,22.7639,43.6805,32.9608,0.5034,0.5974,0.224
LYC-29 LYC-29,1,74.88574473,393.9275276,23.45266667,23.45266667,20.65866667,21.50533333,22.4643442,0.917,0.8809,0.9613,0.6137,0.5884,1.0429,0.0142,0.0257,0.5009,0.0217,207.633,170.8,0.0251,164,158.4,0,0,0,0.1094,0.0202,0,0.0202,0.4961,0.7668,0.8899,0.8858,0.8818,0.39,95.4686,49.4774,32.7355,60.328,27.8885,21.2858,22.2338,46.2478,30.7803,0.8687,0.5532,0.2549
LYC-30 LYC-30,1,81.3119024,465.224876,24.46866667,24.46866667,22.69066667,23.368,24.3850668,0.955,0.9273,1,0.7059,0.6194,1.1397,0.0182,0.0214,0.5319,0.0272,207.9,167.3,0.0305,164.9,159.6,0,0,0,0.128,0.0157,0,0.0344,0.4964,0.7782,0.8917,0.8917,0.9304,0.4043,126.941,108.1172,53.9028,85.1221,49.5174,-0.4337,38.6247,90.6433,38.6271,0.9439,0.5537,0.252
LYC-31 LYC-31,1,97.52887953,662.7441942,28.956,29.04066667,27.34733333,27.94,29.88751113,0.9621,0.9444,1.0322,0.6988,0.6433,1.0864,0.0176,0.0205,0.5431,0.0227,168.5,167.4,0.0248,166.9,158.4,0,0,0,0.0955,0.0233,0,0.0249,0.5212,0.7781,0.8889,0.8828,0.9412,0.4085,102.1931,59.7954,40.6069,67.2175,31.8625,18.4524,22.3754,50.4886,29.0026,1.0281,0.586,0.2312
LYC-32 LYC-32,1,126.081663,905.0519533,23.876,26.67,46.99,47.41333333,48.15595313,1.7778,1.9681,2.0241,0.5035,0.8156,0.6174,0.0855,0.2171,0.3909,0,136.2,69.4,0,158.1,123.6,0,0,0.3614,0,0.0995,0.4321,0,0.6589,0.7907,0.8893,0.8858,1.9732,0.3841,131.8677,115.5262,56.1378,88.4741,52.2792,-2.5436,41.1008,93.5413,41.1795,1.5835,0.584,0.2343
LYC-33 LYC-33,1,54.47943553,205.9422404,17.78,17.78,13.37733333,13.88533333,15.404719,0.781,0.7524,0.8705,0.7048,0.7,1.0068,0.0352,0.0881,0.5626,0.0338,197.7,172.6,0.0588,188.1,172.7,0.0021,0.0171,0.1096,0,0.0181,0.0146,0,0.4756,0.773,0.8936,0.8873,0.75,0.4213,81.138,87.8381,48.7874,64.9357,38.0362,-10.7588,24.9519,113.3248,27.1725,1.402,0.5492,0.2541
LYC-34 LYC-34,1,240.4853373,3733.605436,74.59133333,75.86133333,52.578,59.436,60.144533,0.7835,0.7049,0.8054,0.8661,0.6345,1.3649,0.0526,0.0971,0.5694,0.0883,259.4,223.1,0.1929,200.8,171.2,0.0235,0.007,0,0.2635,0.0949,0,0.2997,0.3846,0.7076,0.8889,0.8905,0.7045,0.4734,147.1354,65.4478,49.8232,92.6783,41.0535,36.1292,30.6531,40.3122,47.3807,1.9006,0.719,0.151
LYC-35 LYC-35,1,203.6763093,2768.38156,62.06066667,62.56866667,50.546,56.30333333,55.4771052,0.8999,0.8145,0.8951,0.7326,0.5757,1.2725,0.0316,0.0553,0.5048,0.0573,249.5,205.4,0.1152,172.3,152.6,0,0,0,0.1554,0.1568,0,0.1959,0.4571,0.7169,0.8897,0.8864,0.8151,0.4347,159.1501,94.9772,45.7823,96.4389,49.9163,23.3529,45.4046,62.782,51.0581,1.1623,0.5588,0.2496
LYC-36 LYC-36,1,173.367954,2040.719933,51.73133333,52.23933333,44.78866667,48.34466667,49.00766593,0.9254,0.8658,0.9501,0.6596,0.7054,0.935,0.0266,0.0405,0.5321,0.036,241.1,188.4,0.0489,172.7,166.1,0,0,0.1517,0,0.1033,0.1063,0,0.5482,0.7404,0.8903,0.8866,0.8648,0.4318,110.1094,51.6716,39.0919,70.2025,31.0245,27.4222,22.6675,39.5776,35.578,1.4897,0.5592,0.2507
LYC-37 LYC-37,1,212.7636588,2870.804294,61.89133333,62.31466667,51.73133333,56.896,57.4778378,0.913,0.8358,0.93,0.7415,0.6689,1.1084,0.039,0.05,0.5548,0.0538,238.6,201.1,0.0976,176,162.4,0,0,0,0.1163,0.1174,0,0.1328,0.4851,0.7273,0.8889,0.8889,0.8356,0.4411,135.7388,59.8628,46.5581,85.7764,37.593,34.3747,27.6016,38.7632,44.0848,0.6787,0.5593,0.2507
LYC-38 LYC-38,1,212.7897954,2989.34886,60.706,62.992,56.47266667,61.12933333,61.34149107,0.9704,0.9303,1.0147,0.8703,0.4728,1.8407,0.0591,0.0611,0.5045,0.0533,231.3,198.4,0.0788,136.2,126.7,0,0,0,0.2935,0.0977,0,0.4332,0.356,0.7379,0.8896,0.8867,0.9301,0.4269,135.5401,58.5357,45.2286,85.0632,37.4723,34.8371,28.3473,39.1356,44.9131,2.0853,0.5596,0.2488
LYC-39 LYC-39,1,217.0826917,3078.395277,69.68066667,69.68066667,47.92133333,53.93266667,55.15215453,0.774,0.6877,0.7903,0.7546,0.6561,1.15,0.0401,0.1007,0.5519,0.0911,249.6,221.1,0.1682,176.7,160.8,0,0,0,0.1409,0.068,0,0.1494,0.4443,0.7107,0.888,0.888,0.689,0.4577,123.0778,53.2269,38.751,76.143,33.7914,32.2034,27.4626,40.457,42.3232,2.4496,0.6198,0.2118
LYC-40 LYC-40,1,207.5749299,2933.893774,62.90733333,63.83866667,52.15466667,56.81133333,57.02217027,0.8899,0.8291,0.9089,0.7658,0.6285,1.2184,0.0346,0.0568,0.5193,0.044,215.4,210.05,0.064,177.4,157.8,0,0,0,0.1806,0.1712,0,0.2008,0.4232,0.7343,0.8929,0.8897,0.8311,0.4411,155.1973,73.0427,55.8598,99.2995,44.1939,35.6635,31.3794,41.3437,47.5032,1.2036,0.5592,0.2489
LYC-41 LYC-41,1,203.3426295,2722.123588,62.65333333,63.246,48.34466667,53.67866667,54.81082087,0.8487,0.7716,0.8772,0.7703,0.6027,1.278,0.0377,0.0693,0.5412,0.0506,269,209.8,0.0758,171.1,159.3,0,0,0,0.1651,0.1089,0,0.1877,0.4685,0.7204,0.8872,0.8906,0.7703,0.4417,137.3723,61.7659,44.8169,85.7258,38.3776,33.847,30.0814,41.6291,45.2826,0.8677,0.572,0.2504
LYC-42 LYC-42,1,245.2046658,3966.67307,74.33733333,74.76066667,57.82733333,65.19333333,66.39713247,0.872,0.7779,0.8952,0.754,0.68,1.1089,0.0396,0.063,0.5545,0.0559,264.8,208.2,0.0904,189.5,167,0,0,0,0.1617,0.1431,0,0.1475,0.4351,0.7074,0.8889,0.886,0.7749,0.458,135.8203,55.8297,42.4946,83.8995,36.8018,36.4569,29.4379,38.9198,46.8582,1.5276,0.6365,0.2004
